time/s,control/V/mA,Ecell/V,<I>/mA,Q discharge/mA.h,Q charge/mA.h,control/V,control/mA,cycle number
0.0,3500.0,3.1947861,0.058273845414873834,0.0,0.0019444364420572922,0.0,3500.0,1.0
0.03000000141764758,3500.0,3.1998661,3500.4708461063483,0.0,0.031115028211805562,0.0,3500.0,1.0
0.13800000654737232,3500.0,3.2048671000000004,3500.914899904702,0.0,0.1361424801974827,0.0,3500.0,1.0
0.35200001671910286,3500.0,3.2099471,3501.192227923233,0.0,0.3442689169650608,0.0,3500.0,1.0
0.6360000302011031,3500.0,3.2149484,3501.148432818589,0.0,0.6204706397840711,0.0,3500.0,1.0
0.9920000471174717,3500.0,3.2199497000000004,3501.2029491007484,0.0,0.9667007256401908,0.0,3500.0,1.0
1.3940000662041712,3500.0,3.2249508,3501.194854690974,0.0,1.357667502983941,0.0,3500.0,1.0
1.8380000873003155,3500.0,3.2299914,3501.2125747627,0.0,1.789483741048177,0.0,3500.0,1.0
2.3320001107495045,3500.0,3.2349927000000003,3501.15450716847,0.0,2.269919965684679,0.0,3500.0,1.0
2.852000135448179,3500.0,3.239994,3501.204308048173,0.0,2.7756495008680564,0.0,3500.0,1.0
3.412000162054028,3500.0,3.2450740000000002,3501.181923372146,0.0,3.3202778259277337,0.0,3500.0,1.0
4.012000190552499,3500.0,3.2501933999999997,3501.2241989351487,0.0,3.9038152201334633,0.0,3500.0,1.0
4.6520002209508675,3500.0,3.255234,3501.1781425713702,0.0,4.526246919487846,0.0,3500.0,1.0
5.312000252299185,3500.0,3.260314,3501.206420319753,0.0,5.168134793701172,0.0,3500.0,1.0
6.014000285649672,3500.0,3.2654332999999998,3501.1412161666553,0.0,5.85085736328125,0.0,3500.0,1.0
6.752000320695515,3500.0,3.2705526000000003,3501.225673041617,0.0,6.568608660346137,0.0,3500.0,1.0
7.518000357078563,3500.0,3.2755539000000002,3501.2147781671974,0.0,7.3135893957519515,0.0,3500.0,1.0
8.29200039384159,3500.0,3.2805946,3501.187828292295,0.0,8.066344814588758,0.0,3500.0,1.0
9.098000432124536,3500.0,3.2855957,3501.194302917454,0.0,8.850223354085285,0.0,3500.0,1.0
9.932000471730134,3500.0,3.2906756,3501.1423854835493,0.0,9.661321378580727,0.0,3500.0,1.0
10.812000513535168,3500.0,3.2958739,3501.213432334098,0.0,10.517173591579859,0.0,3500.0,1.0
11.732000557232823,3500.0,3.3009144999999998,3501.229365693565,0.0,11.411932249755859,0.0,3500.0,1.0
12.650000600835483,3500.0,3.3059548999999997,3501.210632376357,0.0,12.304741003417972,0.0,3500.0,1.0
13.590000645483087,3500.0,3.3109562000000006,3501.1848917769425,0.0,13.218939324137368,0.0,3500.0,1.0
14.572000692118309,3500.0,3.3159574999999997,3501.172872224724,0.0,14.173981525200741,0.0,3500.0,1.0
15.59400074066798,3500.0,3.3209586000000004,3501.166454185721,0.0,15.167923826904289,0.0,3500.0,1.0
16.59400078816543,3500.0,3.3259599000000004,3501.164095422379,0.0,16.1404694551595,0.0,3500.0,1.0
17.67600083956495,3500.0,3.3309612,3501.194116840344,0.0,17.19277284803602,0.0,3500.0,1.0
18.770000891519885,3500.0,3.3359623,3501.178691928199,0.0,18.256742201063357,0.0,3500.0,1.0
19.876000944052066,3500.0,3.3410029000000003,3501.2116771264364,0.0,19.33239228407118,0.0,3500.0,1.0
21.070001000764023,3500.0,3.3460436000000002,3501.2063545872998,0.0,20.49362578016493,0.0,3500.0,1.0
22.250001056811016,3500.0,3.3510842000000003,3501.19148119637,0.0,21.64123859795464,0.0,3500.0,1.0
23.470001114765182,3500.0,3.3561248999999997,3501.20324446637,0.0,22.82775753160264,0.0,3500.0,1.0
24.748001175466925,3500.0,3.3611262,3501.2117450893984,0.0,24.070687760145393,0.0,3500.0,1.0
26.02800123624911,3500.0,3.3661273,3501.1636928802836,0.0,25.31554602118597,0.0,3500.0,1.0
27.348001298953022,3500.0,3.3711678999999997,3501.2129910314443,0.0,26.59932417887369,0.0,3500.0,1.0
28.74600136535446,3500.0,3.3761692,3501.195462292648,0.0,27.95895514797634,0.0,3500.0,1.0
30.126001430900942,3500.0,3.3812099,3501.1895695351864,0.0,29.301077880045558,0.0,3500.0,1.0
31.606001501189894,3500.0,3.3862898,3501.131871883474,0.0,30.74043216240776,0.0,3500.0,1.0
33.0860015714934,3500.0,3.3913302000000005,3501.1888048146807,0.0,32.179809850531676,0.0,3500.0,1.0
34.57000164198689,3500.0,3.3963315,3501.165918095915,0.0,33.62306831420898,0.0,3500.0,1.0
36.16400171769783,3500.0,3.4013329,3501.1844916239675,0.0,35.17331507663302,0.0,3500.0,1.0
37.764001793686475,3500.0,3.4063735,3501.19549471288,0.0,36.729402037082245,0.0,3500.0,1.0
39.428001872722234,3500.0,3.4114138999999994,3501.213309442164,0.0,38.34774071031358,0.0,3500.0,1.0
41.10600195241568,3500.0,3.4164152000000003,3501.1746706905183,0.0,39.97967720377603,0.0,3500.0,1.0
42.888002037063416,3500.0,3.4214165000000003,3501.1803708999128,0.0,41.71276156968858,0.0,3500.0,1.0
44.668002121616155,3500.0,3.4264175999999997,3501.190124860661,0.0,43.44390565809461,0.0,3500.0,1.0
46.5420022106191,3500.0,3.4314582000000002,3501.197766609997,0.0,45.26647369316949,0.0,3500.0,1.0
48.440002300769265,3500.0,3.4365775999999997,3501.1743415115257,0.0,47.11237069756402,0.0,3500.0,1.0
50.44000239576417,3500.0,3.4416182,3501.1800429313867,0.0,49.05747081380208,0.0,3500.0,1.0
52.51800249446387,3500.0,3.4466588,3501.1910923870787,0.0,51.078436212565094,0.0,3500.0,1.0
54.626002594595775,3500.0,3.4516602,3501.2006340384087,0.0,53.12858379231771,0.0,3500.0,1.0
56.778002696803014,3500.0,3.4566612,3501.199023182322,0.0,55.22152286336264,0.0,3500.0,1.0
59.03600280405226,3500.0,3.4616625,3501.171164630829,0.0,57.41753532592772,0.0,3500.0,1.0
61.356002914246346,3500.0,3.4666638,3501.163570823131,0.0,59.67384084540473,0.0,3500.0,1.0
63.762003028525214,3500.0,3.4716650999999996,3501.1445313679524,0.0,62.013772551676425,0.0,3500.0,1.0
66.23800314613618,3500.0,3.4767056000000003,3501.1639149381763,0.0,64.42179540310329,0.0,3500.0,1.0
68.85600327046996,3500.0,3.4817068999999994,3501.170821478746,0.0,66.96792474921331,0.0,3500.0,1.0
71.6120034013802,3500.0,3.4867475,3501.158596686927,0.0,69.64825629109697,0.0,3500.0,1.0
74.3720035324659,3500.0,3.4917488,3501.190569096394,0.0,72.33250252156573,0.0,3500.0,1.0
77.31200367211568,3500.0,3.4967498999999997,3501.202619562237,0.0,75.19181813001842,0.0,3500.0,1.0
80.29600381384807,3500.0,3.5017512,3501.176092598156,0.0,78.09390422905813,0.0,3500.0,1.0
83.53600396774709,3500.0,3.5067525,3501.182014451235,0.0,81.24496819173174,0.0,3500.0,1.0
86.83000412419642,3500.0,3.5117536,3501.208531244636,0.0,84.4485741499837,0.0,3500.0,1.0
90.31000428948755,3500.0,3.5167549,3501.195875116227,0.0,87.833063656684,0.0,3500.0,1.0
93.952004462466,3500.0,3.5217562000000004,3501.208400181781,0.0,91.37511965643986,0.0,3500.0,1.0
98.05200465721282,3500.0,3.5267572,3501.1849954309137,0.0,95.36258053507484,0.0,3500.0,1.0
102.24600485640985,3500.0,3.5317585,3501.168243583059,0.0,99.4414417325846,0.0,3500.0,1.0
106.90400507766026,3500.0,3.5367599000000003,3501.172210611922,0.0,103.9715697691514,0.0,3500.0,1.0
111.90200531505252,3500.0,3.5417609,3501.190878968119,0.0,108.83239000366208,0.0,3500.0,1.0
117.48000558000058,3500.0,3.5468016,3501.1778214099845,0.0,114.2572707857259,0.0,3500.0,1.0
123.62000587163493,3500.0,3.5518029,3501.182296532951,0.0,120.2287319862196,0.0,3500.0,1.0
130.55200620088,3500.0,3.5568039,3501.189007749213,0.0,126.9704662513563,0.0,3500.0,1.0
138.24800656642037,3500.0,3.5618446,3501.190400052797,0.0,134.4552336398654,0.0,3500.0,1.0
146.9100069778433,3500.0,3.5668459,3501.1888707004387,0.0,142.87948348388667,0.0,3500.0,1.0
156.54000743524375,3500.0,3.5718472,3501.202066460376,0.0,152.24519945651582,0.0,3500.0,1.0
166.81400792323257,3500.0,3.5768876000000005,3501.1946627210436,0.0,162.237220476888,0.0,3500.0,1.0
177.75600844294968,3500.0,3.5818888999999996,3501.188513172558,0.0,172.8788889576552,0.0,3500.0,1.0
188.93600897397118,3500.0,3.5868902,3501.189914779801,0.0,183.7520292650011,0.0,3500.0,1.0
200.49400952294673,3500.0,3.5918913,3501.204744531859,0.0,194.99284214260518,0.0,3500.0,1.0
212.3840100876987,3500.0,3.5968926,3501.199105920611,0.0,206.55652529446067,0.0,3500.0,1.0
224.3600106565209,3500.0,3.6018939,3501.209950794361,0.0,218.20388428398982,0.0,3500.0,1.0
236.61801123874466,3500.0,3.6068949999999997,3501.2183603536073,0.0,230.12553336724167,0.0,3500.0,1.0
249.1060118319001,3500.0,3.6118962999999997,3501.214661224712,0.0,242.270858580051,0.0,3500.0,1.0
261.5640124236161,3500.0,3.6169369,3501.1940763575267,0.0,254.386935767551,0.0,3500.0,1.0
274.31801302939857,3500.0,3.6219382000000007,3501.2223623867153,0.0,266.7909891372341,0.0,3500.0,1.0
286.8880136264488,3500.0,3.6269392999999996,3501.236084717948,0.0,279.0161390470377,0.0,3500.0,1.0
299.52201422651706,3500.0,3.6319406,3501.229996472768,0.0,291.3035117905002,0.0,3500.0,1.0
312.3580148362016,3500.0,3.6369419,3501.238234699981,0.0,303.78737182250967,0.0,3500.0,1.0
325.41801545651833,3500.0,3.641943,3501.2232542268766,0.0,316.4890323425292,0.0,3500.0,1.0
338.5680160811171,3500.0,3.6469443,3501.230557953383,0.0,329.27825012695314,0.0,3500.0,1.0
351.66801670331915,3500.0,3.6519849,3501.2212760688158,0.0,342.0188059311252,0.0,3500.0,1.0
365.3400173527116,3500.0,3.6570256000000003,3501.2313376552556,0.0,355.31570513170027,0.0,3500.0,1.0
379.4140180211907,3500.0,3.6620266000000004,3501.206237756201,0.0,369.00347705688466,0.0,3500.0,1.0
393.5340186918547,3500.0,3.6670279999999997,3501.199359840908,0.0,382.73595964274085,0.0,3500.0,1.0
408.0820193828549,3500.0,3.6720292999999997,3501.206022978621,0.0,396.884722876519,0.0,3500.0,1.0
423.41002011089586,3500.0,3.6770303,3501.198153170977,0.0,411.7920472767469,0.0,3500.0,1.0
439.15002085850574,3500.0,3.682071,3501.2282909737987,0.0,427.1001961427137,0.0,3500.0,1.0
455.69602164439857,3500.0,3.6870722999999996,3501.231441350363,0.0,443.192245637207,0.0,3500.0,1.0
472.49202244216576,3500.0,3.6920736000000005,3501.2149329587096,0.0,459.5273591947428,0.0,3500.0,1.0
489.60202325484715,3500.0,3.6970747000000004,3501.222787685399,0.0,476.16789384548616,0.0,3500.0,1.0
507.03402408281545,3500.0,3.7020760000000004,3501.22351175047,0.0,493.12159694430875,0.0,3500.0,1.0
524.9400249333048,3500.0,3.7070773,3501.2064754664675,0.0,510.53620975748703,0.0,3500.0,1.0
543.4540258126653,3500.0,3.7121177000000003,3501.2082014348634,0.0,528.5421463464355,0.0,3500.0,1.0
561.9840266928004,3500.0,3.7171583,3501.213095504374,0.0,546.5636690523273,0.0,3500.0,1.0
580.4860275716055,3500.0,3.7221596,3501.2225921357503,0.0,564.5580089069281,0.0,3500.0,1.0
599.4800284737648,3500.0,3.7271609,3501.219337588334,0.0,583.030832033827,0.0,3500.0,1.0
618.2000293629098,3500.0,3.732162,3501.215104123465,0.0,601.2371514400228,0.0,3500.0,1.0
637.5320302811451,3500.0,3.7371633,3501.218494465702,0.0,620.0386956483288,0.0,3500.0,1.0
