time/s,control/V/mA,Ecell/V,<I>/mA,Q discharge/mA.h,Q charge/mA.h,control/V,control/mA,cycle number
0.0,3500.0,3.2053754,0.05824631869024083,0.0,0.0019426118977864577,0.0,3500.0,1.0
0.010000000467698555,3500.0,3.2108486000000003,3498.552470546425,0.0,0.01166081366644965,0.0,3500.0,1.0
0.058000002754852176,3500.0,3.2159672,3499.753872263449,0.0,0.058324200846354174,0.0,3500.0,1.0
0.20000000949949026,3500.0,3.2210464,3499.9272414703432,0.0,0.1963768930392795,0.0,3500.0,1.0
0.43600002070888877,3500.0,3.2260864,3500.091030622976,0.0,0.4258273159450955,0.0,3500.0,1.0
0.7580000360030681,3500.0,3.2311261000000004,3500.1593925391994,0.0,0.7388971431477864,0.0,3500.0,1.0
1.1240000533944112,3500.0,3.236166,3500.093420994066,0.0,1.094739991183811,0.0,3500.0,1.0
1.5300000726711005,3500.0,3.2411666,3500.2054999764537,0.0,1.4894854079861108,0.0,3500.0,1.0
2.0000000949949026,3500.0,3.2461672000000004,3500.19177607029,0.0,1.9464549115668401,0.0,3500.0,1.0
2.4940001184659195,3500.0,3.2511674999999998,3500.211955380305,0.0,2.426761797146268,0.0,3500.0,1.0
3.0300001439172775,3500.0,3.2562075,3500.1845106464366,0.0,2.9479004045952686,0.0,3500.0,1.0
3.612000171560794,3500.0,3.2612081,3500.168407399171,0.0,3.5137609906684033,0.0,3500.0,1.0
4.214000200146984,3500.0,3.2662477,3500.24035281805,0.0,4.0990789885796435,0.0,3500.0,1.0
4.866000231122598,3500.0,3.2714846,3500.184024371585,0.0,4.733001236436632,0.0,3500.0,1.0
5.54800026351586,3500.0,3.2765245,3500.2081279434997,0.0,5.396096252170138,0.0,3500.0,1.0
6.258000297246326,3500.0,3.2815248999999995,3500.184110406205,0.0,6.086410373399523,0.0,3500.0,1.0
6.996000332292169,3500.0,3.2865254999999998,3500.197147673379,0.0,6.803950822753906,0.0,3500.0,1.0
7.744000367820263,3500.0,3.2916047999999996,3500.203593906544,0.0,7.531215381808812,0.0,3500.0,1.0
8.53400040534325,3500.0,3.2966053,3500.245245139677,0.0,8.299324791531033,0.0,3500.0,1.0
9.366000444861129,3500.0,3.3017633,3500.2363003755513,0.0,9.108268330485027,0.0,3500.0,1.0
10.240000486373901,3500.0,3.3068032,3500.1520551520475,0.0,9.958027508680557,0.0,3500.0,1.0
11.134000528829347,3500.0,3.3118432,3500.165175941197,0.0,10.82723523532444,0.0,3500.0,1.0
12.032000571489334,3500.0,3.3168434999999996,3500.165092485767,0.0,11.70033201375326,0.0,3500.0,1.0
12.964000615764235,3500.0,3.3218441,3500.2018742620066,0.0,12.606495430908211,0.0,3500.0,1.0
13.908000660594553,3500.0,3.3268447,3500.1661374826567,0.0,13.52431681722005,0.0,3500.0,1.0
14.936000709414657,3500.0,3.3318844,3500.107533968125,0.0,14.52379201605903,0.0,3500.0,1.0
15.938000757014379,3500.0,3.3369637,3500.173126325703,0.0,15.49800691582574,0.0,3500.0,1.0
16.996000807266682,3500.0,3.3419642,3500.1907743327693,0.0,16.52667414225261,0.0,3500.0,1.0
18.07600085856393,3500.0,3.3469648000000003,3500.1999291451125,0.0,17.576734170871312,0.0,3500.0,1.0
19.1860009112861,3500.0,3.3520439,3500.171011960257,0.0,18.6559536174859,0.0,3500.0,1.0
20.358000966953114,3500.0,3.3570837999999994,3500.1770119348403,0.0,19.79545574327257,0.0,3500.0,1.0
21.516001021955162,3500.0,3.3621237,3500.16426984109,0.0,20.92134197021484,0.0,3500.0,1.0
22.732001079712063,3500.0,3.3671242999999995,3500.194094999445,0.0,22.103629809570307,0.0,3500.0,1.0
23.992001139566128,3500.0,3.3721247,3500.159335471963,0.0,23.32868563517253,0.0,3500.0,1.0
25.25000119931792,3500.0,3.3771253,3500.1598203837566,0.0,24.55179709716797,0.0,3500.0,1.0
26.590001262964506,3500.0,3.3821258999999997,3500.179810210851,0.0,25.85464186618381,0.0,3500.0,1.0
27.91200132574886,3500.0,3.3871262000000004,3500.190228349095,0.0,27.13998956108941,0.0,3500.0,1.0
29.27400139044039,3500.0,3.3921267999999998,3500.169897234583,0.0,28.464220568440762,0.0,3500.0,1.0
30.706001458464016,3500.0,3.3971273999999996,3500.1461159267137,0.0,29.85650097846138,0.0,3500.0,1.0
32.146001526845794,3500.0,3.4021671,3500.202207338726,0.0,31.256581927897138,0.0,3500.0,1.0
33.65200159838423,3500.0,3.407207,3500.1918440290037,0.0,32.72082891886394,0.0,3500.0,1.0
35.194001671618025,3500.0,3.4122076,3500.183913564853,0.0,34.22007443305122,0.0,3500.0,1.0
36.79200174751895,3500.0,3.4172474999999998,3500.197193180777,0.0,35.77377314982097,0.0,3500.0,1.0
38.40800182428211,3500.0,3.4222875,3500.16434857601,0.0,37.344958109809035,0.0,3500.0,1.0
40.11200190521777,3500.0,3.4272877999999998,3500.165341895965,0.0,39.00170311699762,0.0,3500.0,1.0
41.8640019884333,3500.0,3.4322884,3500.164179688355,0.0,40.7051164320204,0.0,3500.0,1.0
43.642002072876494,3500.0,3.4372887999999997,3500.1640536106092,0.0,42.433808649495454,0.0,3500.0,1.0
45.44600215856917,3500.0,3.4423287000000005,3500.199738637442,0.0,44.18779771294489,0.0,3500.0,1.0
47.3480022489166,3500.0,3.4473293,3500.1710700316826,0.0,46.03705484944662,0.0,3500.0,1.0
49.260002339717175,3500.0,3.4523299,3500.197003352728,0.0,47.89604845730252,0.0,3500.0,1.0
51.29200243624655,3500.0,3.4573302000000004,3500.1654117972466,0.0,49.871697472466366,0.0,3500.0,1.0
53.322002532666374,3500.0,3.4623307999999997,3500.20569216202,0.0,51.845424664849176,0.0,3500.0,1.0
55.50000263610855,3500.0,3.4673314,3500.193258587608,0.0,53.963041686876096,0.0,3500.0,1.0
57.730002742027864,3500.0,3.4723318,3500.177178814266,0.0,56.131207097846136,0.0,3500.0,1.0
59.988002849284385,3500.0,3.4773324,3500.1555327592278,0.0,58.32658253350152,0.0,3500.0,1.0
62.39000296336599,3500.0,3.4823327000000006,3500.180159349798,0.0,60.66198062852648,0.0,3500.0,1.0
64.83800307963975,3500.0,3.4873333,3500.151153467453,0.0,63.04208352593317,0.0,3500.0,1.0
67.41000320180319,3500.0,3.4923732000000003,3500.176258385135,0.0,65.54276512708877,0.0,3500.0,1.0
70.11000333003904,3500.0,3.4973737999999996,3500.186725749473,0.0,68.16790529608835,0.0,3500.0,1.0
72.89400346228649,3500.0,3.5024135000000003,3500.193473219974,0.0,70.87472171061198,0.0,3500.0,1.0
75.7660035986919,3500.0,3.5074141000000005,3500.1668347792433,0.0,73.66707716254342,0.0,3500.0,1.0
78.80200374289416,3500.0,3.5124147000000003,3500.1586731216494,0.0,76.61887778374567,0.0,3500.0,1.0
81.96200389297883,3500.0,3.517494,3500.183795101802,0.0,79.69126148315432,0.0,3500.0,1.0
85.39400405599736,3500.0,3.5224943,3500.154770855481,0.0,83.0280758565267,0.0,3500.0,1.0
88.85800422052853,3500.0,3.5275342000000003,3500.1644847540583,0.0,86.39601206515844,0.0,3500.0,1.0
92.69800440291874,3500.0,3.5325347999999996,3500.1423346931183,0.0,90.12949739949543,0.0,3500.0,1.0
96.77400459651835,3500.0,3.5375351999999998,3500.162074300896,0.0,94.09245886962893,0.0,3500.0,1.0
101.25000480911694,3500.0,3.5425358,3500.1504987349813,0.0,98.44431286309135,0.0,3500.0,1.0
106.13800504128449,3500.0,3.5475364000000003,3500.1559080381926,0.0,103.1967469995117,0.0,3500.0,1.0
111.42200529226102,3500.0,3.5525366999999997,3500.14449298645,0.0,108.33418154934348,0.0,3500.0,1.0
117.48000558000058,3500.0,3.5575373,3500.177063643447,0.0,114.22420201009109,0.0,3500.0,1.0
124.1740058979558,3500.0,3.5625379,3500.1822247411483,0.0,120.73259671156141,0.0,3500.0,1.0
131.41200624173507,3500.0,3.5675383000000003,3500.1522614229198,0.0,127.7698476203071,0.0,3500.0,1.0
139.5260066271294,3500.0,3.5725388999999996,3500.145997982021,0.0,135.65878816935222,0.0,3500.0,1.0
148.3880070480518,3500.0,3.5775788,3500.1575269966497,0.0,144.2750096908908,0.0,3500.0,1.0
157.96200750279968,3500.0,3.5825791,3500.1635898386,0.0,153.5835007466634,0.0,3500.0,1.0
167.8780079737844,3500.0,3.5876191,3500.165766896106,0.0,163.2245133558485,0.0,3500.0,1.0
178.39200847316533,3500.0,3.5926197,3500.1649125206895,0.0,173.4469399220106,0.0,3500.0,1.0
189.51600900153426,3500.0,3.5976199999999996,3500.179356909786,0.0,184.26249464857318,0.0,3500.0,1.0
201.03800954879262,3500.0,3.6026206,3500.1737027706017,0.0,195.4649955704753,0.0,3500.0,1.0
